title,company,salary,summary
Strategy Insights & Planning Associate Consultant,ZS Associates,NA,"Associate Consultants come from diverse academic backgrounds and may have degrees in Mathematics, statistics, economics, engineering, or other relevant degree..."
Executive (Industry Development Division 2) (1 Year Temporar...,SkillsFuture Singapore,NA,Able to handle and manage data and information. Monthly collation of data from at least 20 providers for reporting purposes....
Technical Analyst,NTT DATA Business Solutions Singapore,NA,NTT DATA was established in 1967 as Data Communication Headquarter of Nippon Telegraph and Telephone Public Corporation....
"Research Associate, CFAR",Singapore University of Social Sciences,NA,"Perform data analysis using statistical, data mining and other appropriate methods and models. Collect, collate and prepare data for analysis...."
"ADMIN ASSISTANT (East, Club environment), above $2K",RI Talent Solutions Pte Ltd,NA,"Prepares reports or provides necessary data for Manager's preparation of reports. Deliver secretarial and admin support to Manager, which includes:...."
ETL Developer / Database Developer,Emporio Analytics,NA,"Audit and QA data and processes to ensure data quality and integrity throughout the data ecosystem. Support in the Design, architecture, implementation and..."
Senior Data Engineer,New Step Search Pte Ltd,"$7,000 - $10,000 a month","Build processes supporting data transformation, data structures, metadata, dependency and workload management...."
Wildlife Management Officer (Project Based),AECOM,NA,+ Camera Trap Data Management. + Fortnightly Maintenance of Motion Sensitive Camera Traps in forested terrain....
DATA PRIVACY COMPLIANCE OFFICER - INSURANCE - SINGAPORE,PeopleSearch,NA,Being the Data Privacy Subject Matter Expert to the business entities and in the most significant Data Privacy projects across APAC representing Data Privacy in...
Lab Analyst (Microbiology),NA,NA,Proper documentation and data entry of all test results. Conduct clean room monitoring according to respective test procedures....
Aesthetic Clinic Front Desk Receptionist,EPION PTE LTD,"$2,000 - $2,200 a month","General administration tasks including data entry, record keeping, cash handling and invoicing. Aesthetic Clinic Front Desk Receptionist $2000-$2200...."
Data Operations Executive,NA,NA,Manage data collection from multiple sources and upkeep data taxonomy. Track data taxonomy updates across Demand Side Platforms (DSPs) and Data Management...
Receptionist cum Administrative Assistant,DCA ARCHITECTS PTE LTD,NA,Handle requests for information and data. DCA Architects Pte Ltd is a progressive architectural practice behind some of Singapore’s most prominent landmarks....
Treasury Analyst,Cummins Inc.,NA,Update data into the treasury system. Supports cash management activities and analysis....
Support Engineer,Netrust,NA,"Support and assist day-to-day operations of IT Department and Data Centre – Helpdesk, Desktop, Server, Networking, IT Procurement, and Projects...."
"Analyst, ALM Risk Control – Market Risk Management",OCBC Bank: SG,NA,"Assist overseas centres on issues relating to system data, configurations, and workflow. Analyst, ALM Risk Control – Market Risk Management - (1800005Q)...."
Senior Business Analyst,Cargill,NA,"As an experienced professional in data, systems & process design, you will develop and provide solid data and reporting designs, system designs and quality..."
New Grad - Software Engineer Innovation Lab,Visa,NA,"IOS, Android, IOT, traditional web / JavaScript development projects and potentially big data analytics as well...."
Master Data Analyst (Junior) / Salary $2800 / Bonus / MNC,Kelly Services-Singapore,NA,"By submitting your curriculum vitae or personal data to us in connection with your job application, you are deemed to have read and agreed to the terms of our..."
Project Officer,Lucky Joint Construction Pte Ltd.,NA,Data entry of claims entry details into the system. Churn out reports on installation of Telecommunication....
Data Engineer-Deja,Mozat,NA,Track and monitor the data flow. Build and enhance auto data processing pipelines. Design and implement python-based large-scaled web crawling tools....
Big Data Engineer,Razer USA Ltd.,NA,"Collect, cleanse and transform data from multiple data sources for report generation and visualization. Design, implement, and manage data pipelines from end-to..."
Quality Analyst- Customer Support,Rotimatic,NA,Ensuring Practices regarding Data security of the end users are deployed on the floor. About the position :....
Technical Analyst,Dow Jones,NA,"_Research & Data Science_. + Experience in data wrangling. + Passionate about data, analytics, and automation...."
Repair Development Engineer,NA,NA,Experience on Strain gage optimization and data reduction. Understand the legacy data and replicate the analytical approach followed....
"Software Test Analyst , Test Automation and Service Virtuali...",StarHub,NA,"Validate services using SOAP UI, CA LISA by testing XML request and response data. Interact with testers, developers, architects on collecting test requirements..."
Secretary / Personal Assistant to Finance DIrector,Genesissearch Pte Ltd,NA,Gather and prepare data for summaries and reports for submission. Reporting directly to and serving as personal assistant to the Finance DIrector....
Professional Service Engineer (Storage Data Protection),Softsource Solutions Pte Ltd,NA,"Perform upgrade or apply bug fixes of pre-installed SAN Storage & Data Protection products. Project implementation, which include installation and configuration..."
"Senior Analyst, Cross Border (Business Intelligence)",Lazada,NA,Presenting and visualizing data and information to management. Minimum 1-2 years of experience in data analysis or business development roles....
Application Programmer and Analyst,NA,NA,"Experience with Big Data development, including AWS, Python. Effectively Partner with our Business & Product Owners, Analyze the Requirements and work with the..."
Product Qualifications Engineer,Seagate,NA,Compiles and evaluates test data to determine appropriate limits and variables for process or material specifications....
Data Analyst,FIGS INC PTE LTD,NA,Keen sense of value of data and the passion for transforming raw data into actionable insights for our clients....
Operations / Research Assistant (Fieldwork),aAdvantage Consulting,NA,Conduct data verification to ensure data collected is accurate and reliable. Conduct mystery audits to measure compliance to service standards....
Research Fellow,Duke NUS graduate medical school Singapore,NA,"The selected candidate will assist in cancer research experiments, data analysis and manuscript preparation. The primary goal of Dr...."
Production assistant engineer,Murata Electronics Singapore Pte Ltd,NA,"Prepare quality, machine and quantity data for daily and on-line judgment. Production Assistant / Engineer*...."
Research Assistant/Associate,Duke NUS graduate medical school Singapore,NA,"Applicants will need proven skills in conducting and writing up quantitative data analysis. Conduct quantitative data analysis (example, multivariate analysis,..."
Day Activity Centre (DAC) Associate Coach (Hougang),Eden School,NA,Collect learning data and maintain documentation file. Performance of Clients....
Data Analytics Consultants,NA,NA,"You take customer from Strategy to Insights You implement Decision Management Dashboard, Financial Performance Software - Consolition and Planning and..."
"Data Modelling, No SQL",NA,NA,Worked as a Data Modeler. Minimum of 2 years of Data Modelling Experience. Knowledge of standard financial service models such as Financial Industry Business...
